test_method,isMysteryGuest
"@Test
    public void testDeserializeCompositeTemplateWithBindings() throws IOException {
        String expectedContent = getContent(""composite.bindings.yaml"");

        CompositeTemplate compositeTemplate = deserializeCompositeTemplate(expectedContent);

        ContainerDescription wpData = (ContainerDescription) compositeTemplate.components
                .get(""wordpress"").data;
        assertEquals(null, wpData._cluster);
        assertFalse(wpData.customProperties.containsKey(""mysql_user""));

        assertEquals(1, compositeTemplate.bindings.size());

        List<Binding> bindings = compositeTemplate.bindings.iterator().next().bindings;
        assertEquals(3, bindings.size());

        Map<Boolean, List<Binding>> partitionedBindings = bindings.stream()
                .collect(Collectors.partitioningBy(b -> b.isProvisioningTimeBinding()));

        assertEquals(1, partitionedBindings.get(false).size());

        Binding binding = partitionedBindings.get(false).get(0);
        assertFalse(binding.isProvisioningTimeBinding());
        assertEquals(""db~_cluster"", binding.placeholder.bindingExpression);

        // provisioning time bindings
        assertEquals(2, partitionedBindings.get(true).size());

        binding = partitionedBindings.get(true).get(0);
        assertTrue(binding.isProvisioningTimeBinding());
        assertEquals(""_resource~db~address"", binding.placeholder.bindingExpression);

        binding = partitionedBindings.get(true).get(1);
        assertTrue(binding.isProvisioningTimeBinding());
        assertEquals(""_resource~db~env~MYSQL_USER"", binding.placeholder.bindingExpression);

        // validate ""normalizeBindings""

        String expectedContentSerialized = serializeCompositeTemplate(compositeTemplate);

        assertFalse(expectedContent.contains(""bindings:""));
        assertFalse(expectedContentSerialized.contains(""bindings:""));

        assertTrue(expectedContent.contains(""${db~_cluster}",1
"@Test
    public void testDeserializeSerializeComplexDockerComposeWithNetwork() throws IOException {

        String expectedContent = getContent(""docker.complex.network.yaml"");

        DockerCompose compose = deserializeDockerCompose(expectedContent);

        String content = serializeDockerCompose(compose);

        assertEqualsYamls(toUnixLineEnding(expectedContent), toUnixLineEnding(content));

        CompositeTemplate template = fromDockerComposeToCompositeTemplate(compose);

        assertNull(template.id);
        assertNull(template.status);
        assertComponentTypes(template.components);
        assertContainersComponents(ResourceType.CONTAINER_TYPE.getContentType(), 3,
                template.components);
        assertContainersComponents(ResourceType.NETWORK_TYPE.getContentType(), 3,
                template.components);
        assertContainersComponents(ResourceType.VOLUME_TYPE.getContentType(), 0,
                template.components);

        String contentTemplate = serializeCompositeTemplate(template);

        assertTrue((contentTemplate != null) && (!contentTemplate.isEmpty()));
    }",1
"@Test
    public void testSeriaizeDeserializeCompositeTemplateWithHealthCheck() throws IOException {

        // Assert that healthConfig.ignoreOnProvision is serialized when false
        String expectedContent = getContent(""composite.simple.health.yaml"");

        CompositeTemplate template = deserializeCompositeTemplate(expectedContent);

        ContainerDescription data = (ContainerDescription) template.components.get(""hello"").data;
        assertNotNull(data.healthConfig);
        assertEquals(false, data.healthConfig.ignoreOnProvision);

        // Assert that healthConfig.ignoreOnProvision is serialized when true
        data.healthConfig.ignoreOnProvision = true;
        String content = serializeCompositeTemplate(template);

        template = deserializeCompositeTemplate(content);

        data = (ContainerDescription) template.components.get(""hello"").data;
        assertNotNull(data.healthConfig);
        assertEquals(true, data.healthConfig.ignoreOnProvision);

        // Assert that healthConfig.ignoreOnProvision is not serialized when null
        data.healthConfig = null;
        content = serializeCompositeTemplate(template);
        assertFalse(content.contains(""health_config""));
    }",1
"@Test
    public void testWrongDeserializationExceptions() throws IOException {
        try {
            deserializeCompositeTemplate(getContent(""composite.bad.yaml""));
            fail(""wrong content!"");
        }",1
"@Test
    public void testConstructKubeConfigWithBearerToken() {
        String clusterAddress = ""https://testhost:8443"";
        String token = ""bearer_token"";

        AuthCredentialsServiceState creds = new AuthCredentialsServiceState();
        creds.privateKey = token;
        creds.type = AuthCredentialsType.Bearer.toString();
        KubeConfig config = KubernetesUtil.constructKubeConfig(clusterAddress, creds);

        assertNotNull(config);
        assertEquals(token, config.users.get(0).user.token);
    }",1
"@Test
    public void testConstructKubeConfigWithPassword() {
        String clusterAddress = ""https://testhost:8443"";
        String username = ""user1"";
        String password = ""password123"";

        AuthCredentialsServiceState creds = new AuthCredentialsServiceState();
        creds.userEmail = username;
        creds.privateKey = password;
        creds.type = AuthCredentialsType.Password.toString();
        KubeConfig config = KubernetesUtil.constructKubeConfig(clusterAddress, creds);

        assertNotNull(config);
        assertEquals(username, config.users.get(0).user.username);
        assertEquals(password, config.users.get(0).user.password);
    }",1
"@Test
    public void testDeserializeKubernetesEntityHasCorrectClass() throws IOException {
        assertEquals(Pod.class,
                KubernetesUtil.deserializeKubernetesEntity(podYaml).getClass());
        assertEquals(PodTemplate.class,
                KubernetesUtil.deserializeKubernetesEntity(podTemplateYaml).getClass());
        assertEquals(ReplicationController.class,
                KubernetesUtil.deserializeKubernetesEntity(replicationControllerYaml).getClass());
        assertEquals(Deployment.class,
                KubernetesUtil.deserializeKubernetesEntity(deploymentYaml).getClass());
        assertEquals(Service.class,
                KubernetesUtil.deserializeKubernetesEntity(serviceYamlFormat).getClass());
        assertEquals(BaseKubernetesObject.class,
                KubernetesUtil.deserializeKubernetesEntity(secretYaml).getClass());
    }",1
"@Test
    public void testFromContainerDescriptionHealthConfigToPodContainerProbe() {
        Probe expectedProbe1 = new Probe();
        expectedProbe1.exec = new ExecAction();
        expectedProbe1.exec.command = new String[] { ""test"", ""command"" }",1
"@Test
    public void testGetStateTypeFromSelfLink() {
        String selfLink = ""/resources/kubernetes-pods/376fdq673"";
        Class<? extends BaseKubernetesState> expectedClass = PodState.class;
        Class<? extends BaseKubernetesState> actualClass = getStateTypeFromSelfLink(selfLink);
        assertEquals(expectedClass, actualClass);
    }",1
"@Test
    public void testSetApplicationLabelOnReplicationController() throws IOException {
        KubernetesDescription kd = new KubernetesDescription();
        kd.kubernetesEntity = replicationControllerYaml;
        kd.type = KubernetesUtil.REPLICATION_CONTROLLER_TYPE;

        String testCompositeId = ""123456"";

        kd = KubernetesUtil.setApplicationLabel(kd, testCompositeId);

        ReplicationController replicationController = kd
                .getKubernetesEntity(ReplicationController.class);

        assertNotNull(replicationController);
        assertNotNull(replicationController.metadata);
        assertNotNull(replicationController.metadata.labels);
        assertEquals(testCompositeId,
                replicationController.metadata.labels.get(KUBERNETES_LABEL_APP_ID));

        assertNotNull(replicationController.spec);
        assertNotNull(replicationController.spec.template);
        assertNotNull(replicationController.spec.template.metadata);
        assertNotNull(replicationController.spec.template.metadata.labels);
        assertEquals(testCompositeId,
                replicationController.spec.template.metadata.labels.get(KUBERNETES_LABEL_APP_ID));
    }",1
"@Test
    public void testSetApplicationLabelOnService() throws IOException {
        KubernetesDescription kd = new KubernetesDescription();
        kd.kubernetesEntity = serviceYamlFormat;
        kd.type = SERVICE_TYPE;

        String testCompositeId = ""123456"";

        kd = KubernetesUtil.setApplicationLabel(kd, testCompositeId);

        Service service = kd.getKubernetesEntity(Service.class);

        assertNotNull(service);
        assertNotNull(service.metadata);
        assertNotNull(service.metadata.labels);
        assertEquals(testCompositeId, service.metadata.labels.get(KUBERNETES_LABEL_APP_ID));
    }",1
"@Test
    public void testCreateDelete() throws Throwable {
        ElasticPlacementZoneConfigurationState state = createState(true);
        state.resourcePoolState = buildRpState();
        state.epzState = buildEpzState(null, ""tag1"", ""tag2"");
        ElasticPlacementZoneConfigurationState createdState = sendState(state, Action.POST);

        delete(ElasticPlacementZoneConfigurationService.SELF_LINK
                + createdState.resourcePoolState.documentSelfLink);

        assertNull(
                searchForDocument(ResourcePoolState.class, createdState.resourcePoolState.documentSelfLink));
        assertNull(searchForDocument(ElasticPlacementZoneState.class,
                createdState.epzState.documentSelfLink));
    }",1
"@Test
    public void testCreateNoEpz() throws Throwable {
        ElasticPlacementZoneConfigurationState state = createState(true);
        state.resourcePoolState = buildRpState();
        ElasticPlacementZoneConfigurationState returnedState = sendState(state, Action.POST);

        assertNotNull(returnedState.resourcePoolState.documentSelfLink);
        assertNotNull(searchForDocument(ResourcePoolState.class,
                returnedState.resourcePoolState.documentSelfLink));
        assertEquals(state.resourcePoolState.name, returnedState.resourcePoolState.name);
    }",1
"@Test
    public void testUpdateNoEpz() throws Throwable {
        // create through the config service
        ElasticPlacementZoneConfigurationState state = createState(false);
        state.resourcePoolState = buildRpState();
        ElasticPlacementZoneConfigurationState createdState = sendState(state, Action.POST);

        // update through the config service
        ElasticPlacementZoneConfigurationState patchState = createState(false);
        patchState.resourcePoolState.documentSelfLink =
                createdState.resourcePoolState.documentSelfLink;
        patchState.resourcePoolState.name = ""new-name"";
        ElasticPlacementZoneConfigurationState latestState = sendState(patchState, Action.PATCH);

        // validate returned state
        assertEquals(""new-name"", latestState.resourcePoolState.name);
        assertNotNull(latestState.resourcePoolState.query);

        // validate the actual RP state
        ResourcePoolState rp = getDocument(ResourcePoolState.class,
                createdState.resourcePoolState.documentSelfLink);
        assertEquals(""new-name"", rp.name);
    }",1
"@Test
    public void testPatchNoChange() throws Throwable {
        // create a non-elastic RP
        ResourcePoolState rp = createRp();
        assertEquals(EnumSet.noneOf(ResourcePoolProperty.class), rp.properties);
        assertTrue(isNonElasticQuery(rp.query));

        // create EPZ for the RP
        String epzLink = createEpz(rp.documentSelfLink, ""tag1"", ""tag2"").documentSelfLink;

        ElasticPlacementZoneState patchState = new ElasticPlacementZoneState();
        patchState.tagLinksToMatch = tagSet(""tag1"");

        Operation patchOp = Operation.createPatch(host, epzLink).setBody(patchState).forceRemote();
        Operation returnedOp = ((CompletableFuture<Operation>) host.sendWithDeferredResult(patchOp)
                .toCompletionStage()).get(60, TimeUnit.SECONDS);
        assertEquals(Operation.STATUS_CODE_NOT_MODIFIED, returnedOp.getStatusCode());
    }",1
"@Test
    public void testCreate() {
        Endpoint endpoint = new Endpoint();
        endpoint.apiEndpoint = ""http://localhost"";
        endpoint.uaaEndpoint = ""https://localhost"";

        createEndpoint(endpoint);

        endpoint.apiEndpoint = null;
        endpoint.uaaEndpoint = ""http://localhost"";
        createEndpointExpectFailure(endpoint, ser -> {
            assertEquals(Operation.STATUS_CODE_BAD_REQUEST, ser.statusCode);
            assertEquals(""'API endpoint' is required"", ser.message);
        }",1
"@Test
    public void testDelete() throws Throwable {
        Endpoint endpoint = new Endpoint();
        endpoint.apiEndpoint = ""http://localhost"";
        endpoint.uaaEndpoint = ""https://localhost"";

        endpoint = createEndpoint(endpoint);

        delete(endpoint.documentSelfLink);
        endpoint = getDocumentNoWait(Endpoint.class, endpoint.documentSelfLink);
        assertNull(endpoint);
    }",1
"@Test
    public void testDeleteEndpointAndClusters() throws Throwable {
        Endpoint endpoint = new Endpoint();
        endpoint.apiEndpoint = ""http://localhost"";
        endpoint.uaaEndpoint = ""https://localhost"";

        endpoint = createEndpoint(endpoint);
        ClusterDto clusterDto = createCluster(endpoint.documentSelfLink);

        delete(endpoint.documentSelfLink);
        endpoint = getDocumentNoWait(Endpoint.class, endpoint.documentSelfLink);
        assertNull(endpoint);

        clusterDto = getDocumentNoWait(ClusterDto.class, clusterDto.documentSelfLink);
        assertNull(endpoint);
    }",1
"@Test
    public void testContainerHostDataCollectionServiceCreatedOnStartUp() throws Throwable {
        waitForServiceAvailability(ContainerHostDataCollectionService
                .HOST_INFO_DATA_COLLECTION_LINK);
        ContainerHostDataCollectionState dataCollectionState = getDocument(
                ContainerHostDataCollectionState.class,
                ContainerHostDataCollectionService.HOST_INFO_DATA_COLLECTION_LINK);

        assertNotNull(dataCollectionState);
    }",1
"@Test
    public void testDefaultGroupPlacementServiceCreatedOnStartUp() throws Throwable {
        waitForServiceAvailability(GroupResourcePlacementService.DEFAULT_RESOURCE_PLACEMENT_LINK);
        GroupResourcePlacementState groupResourcePlacementState = getDocument(
                GroupResourcePlacementState.class,
                GroupResourcePlacementService.DEFAULT_RESOURCE_PLACEMENT_LINK);

        assertNotNull(groupResourcePlacementState);
        assertEquals(GroupResourcePlacementService.DEFAULT_RESOURCE_PLACEMENT_ID,
                groupResourcePlacementState.name);
        assertEquals(GroupResourcePlacementService.DEFAULT_RESOURCE_POOL_LINK,
                groupResourcePlacementState.resourcePoolLink);
        assertEquals(1000000, groupResourcePlacementState.maxNumberInstances);
        assertEquals(100, groupResourcePlacementState.priority);
        assertNull(groupResourcePlacementState.tenantLinks);// assert global default group placement
    }",1
"@Test
    public void testHostContainerListDataCollectionServiceCreatedOnStartUp() throws Throwable {
        waitForServiceAvailability(HostContainerListDataCollection
                .DEFAULT_HOST_CONTAINER_LIST_DATA_COLLECTION_LINK);
        HostContainerListDataCollectionState dataCollectionState = getDocument(
                HostContainerListDataCollectionState.class,
                HostContainerListDataCollection.DEFAULT_HOST_CONTAINER_LIST_DATA_COLLECTION_LINK);

        assertNotNull(dataCollectionState);
        assertEquals(TaskStage.STARTED, dataCollectionState.taskInfo.stage);
    }",1
"@Test
    public void testCreateClusterWithIntercept() throws Throwable {
        ContainerHostSpec hostSpec = new ContainerHostSpec();
        hostSpec.hostState = new ComputeState();
        hostSpec.hostState.id = UUID.randomUUID().toString();
        hostSpec.hostState.address = ""test"";
        hostSpec.hostState.customProperties = new HashMap<>();
        hostSpec.hostState.customProperties.put(ContainerHostService
                        .HOST_DOCKER_ADAPTER_TYPE_PROP_NAME, ""API"");
        hostSpec.hostState.customProperties.put(ContainerHostService.CONTAINER_HOST_TYPE_PROP_NAME,
                ""DOCKER"");

        ClusterDto dto = doPostWithProjectHeader(hostSpec, ClusterService.SELF_LINK, project
                .documentSelfLink, ClusterDto.class);

        ComputeState computeState = getDocument(ComputeState.class, dto.nodeLinks.get(0));

        assertTrue(computeState.tenantLinks.contains(project.documentSelfLink));
    }",1
"@Test
    public void testCreateCompositeComponentIntercept() {
        CompositeComponent state = new CompositeComponent();
        state.name = ""test"";
        state.componentLinks = Collections.singletonList(""test"");

        CompositeComponent doc = doPostWithProjectHeader(state, CompositeComponentFactoryService
                .SELF_LINK, project.documentSelfLink, CompositeComponent.class);

        assertTenantLinks(doc, project.documentSelfLink);
        assertEquals(state.name, doc.name);
        assertEquals(state.componentLinks, doc.componentLinks);
    }",1
"@Test
    public void testCreateContainerVolumeDescriptionIntercept() {
        ContainerVolumeDescription state = new ContainerVolumeDescription();
        state.name = ""test"";
        state.externalName = ""test"";

        ContainerVolumeDescription doc = doPostWithProjectHeader(state,
                ContainerVolumeDescriptionService.FACTORY_LINK, project.documentSelfLink,
                ContainerVolumeDescription.class);

        assertTenantLinks(doc, project.documentSelfLink);
        assertEquals(state.name, doc.name);
        assertEquals(state.externalName, doc.externalName);
    }",1
"@Test
    public void testGetCompositeComponent() {
        CompositeComponent state1 = new CompositeComponent();
        state1.name = ""test"";
        state1.componentLinks = Collections.singletonList(""test"");

        CompositeComponent state2 = new CompositeComponent();
        state2.name = ""test"";
        state2.componentLinks = Collections.singletonList(""test"");

        state1 = doPostWithProjectHeader(state1, CompositeComponentFactoryService
                .SELF_LINK, testProject1.documentSelfLink, CompositeComponent.class);

        state2 = doPostWithProjectHeader(state2, CompositeComponentFactoryService
                .SELF_LINK, testProject2.documentSelfLink, CompositeComponent.class);

        ServiceDocumentQueryResult project1Docs = getDocumentsWithinProject(
                CompositeComponentFactoryService.SELF_LINK, testProject1.documentSelfLink);
        assertEquals(1, project1Docs.documentLinks.size());
        assertTrue(project1Docs.documentLinks.contains(state1.documentSelfLink));

        ServiceDocumentQueryResult project2Docs = getDocumentsWithinProject(
                CompositeComponentFactoryService.SELF_LINK, testProject2.documentSelfLink);
        assertEquals(1, project2Docs.documentLinks.size());
        assertTrue(project2Docs.documentLinks.contains(state2.documentSelfLink));
    }",1
"@Test
    public void testGetContainerVolumeDescription() {
        ContainerVolumeDescription state1 = new ContainerVolumeDescription();
        state1.name = ""test"";
        state1.externalName = ""test"";

        ContainerVolumeDescription state2 = new ContainerVolumeDescription();
        state2.name = ""test"";
        state2.externalName = ""test"";

        state1 = doPostWithProjectHeader(state1,
                ContainerVolumeDescriptionService.FACTORY_LINK, testProject1.documentSelfLink,
                ContainerVolumeDescription.class);

        state2 = doPostWithProjectHeader(state2,
                ContainerVolumeDescriptionService.FACTORY_LINK, testProject2.documentSelfLink,
                ContainerVolumeDescription.class);

        ServiceDocumentQueryResult project1Docs = getDocumentsWithinProject(
                ContainerVolumeDescriptionService.FACTORY_LINK, testProject1.documentSelfLink);
        assertEquals(1, project1Docs.documentLinks.size());
        assertTrue(project1Docs.documentLinks.contains(state1.documentSelfLink));

        ServiceDocumentQueryResult project2Docs = getDocumentsWithinProject(
                ContainerVolumeDescriptionService.FACTORY_LINK, testProject2.documentSelfLink);
        assertEquals(1, project2Docs.documentLinks.size());
        assertTrue(project2Docs.documentLinks.contains(state2.documentSelfLink));
    }",1
"@Test
    public void testGetContainerVolumeDescription() {
        ContainerVolumeDescription state1 = new ContainerVolumeDescription();
        state1.name = ""test"";
        state1.externalName = ""test"";

        ContainerVolumeDescription state2 = new ContainerVolumeDescription();
        state2.name = ""test"";
        state2.externalName = ""test"";

        state1 = doPostWithProjectHeader(state1,
                ContainerVolumeDescriptionService.FACTORY_LINK, testProject1.documentSelfLink,
                ContainerVolumeDescription.class);

        state2 = doPostWithProjectHeader(state2,
                ContainerVolumeDescriptionService.FACTORY_LINK, testProject2.documentSelfLink,
                ContainerVolumeDescription.class);

        ServiceDocumentQueryResult project1Docs = getDocumentsWithinProject(
                ContainerVolumeDescriptionService.FACTORY_LINK, testProject1.documentSelfLink);
        assertEquals(1, project1Docs.documentLinks.size());
        assertTrue(project1Docs.documentLinks.contains(state1.documentSelfLink));

        ServiceDocumentQueryResult project2Docs = getDocumentsWithinProject(
                ContainerVolumeDescriptionService.FACTORY_LINK, testProject2.documentSelfLink);
        assertEquals(1, project2Docs.documentLinks.size());
        assertTrue(project2Docs.documentLinks.contains(state2.documentSelfLink));
    }",1
"@Test
    public void testGetExternalPopularImages() throws Throwable {

        // with the 'container.user.resources.path' configuration attribute set
        // the images of the popular-images.json file there will be returned

        HostInitCommonServiceConfig.startServices(host);

        waitForServiceAvailability(ConfigurationFactoryService.SELF_LINK);
        waitForServiceAvailability(UriUtils.buildUriPath(UriUtils.buildUriPath(
                ConfigurationFactoryService.SELF_LINK, FileUtil.USER_RESOURCES_PATH_VARIABLE)));

        ConfigurationState config = new ConfigurationState();
        config.documentSelfLink = UriUtils.buildUriPath(ConfigurationFactoryService.SELF_LINK, FileUtil.USER_RESOURCES_PATH_VARIABLE);
        config.key = FileUtil.USER_RESOURCES_PATH_VARIABLE;
        config.value = Paths.get(PopularImagesServiceTest.class.getResource(""/containers"").toURI())
                .toString();

        ConfigurationState storedConfig = doPut(config);
        assertNotNull(storedConfig);

        HostInitImageServicesConfig.startServices(host);
        waitForServiceAvailability(PopularImagesService.SELF_LINK);

        Collection<?> images = getDocument(Collection.class, PopularImagesService.SELF_LINK);
        assertNotNull(images);
        assertEquals(5, images.size());
    }",1
"@Test
    public void testGetSingleEventLog() throws Throwable {
        EventLogState createdState = doPost(eventLogState, EventLogFactoryService.SELF_LINK);

        EventLogState retrievedState = getDocument(EventLogState.class, createdState.documentSelfLink);
        assertEventLogEquals(createdState, retrievedState);

        doDelete(UriUtils.buildUri(host, createdState.documentSelfLink), false);
    }",1
"@Test
    public void testAllocationOfContainersWithAffinityAndVolumeFrom() throws Throwable {
        createDockerHost(createDockerHostDescription(), createResourcePool(), true);
        createDockerHost(createDockerHostDescription(), createResourcePool(), true);
        createDockerHost(createDockerHostDescription(), createResourcePool(), true);

        // create first container:
        ContainerDescription desc1 = TestRequestStateFactory.createContainerDescription();
        desc1.documentSelfLink = UUID.randomUUID().toString();
        desc1.name = ""name1"";
        desc1.portBindings = null;
        desc1 = doPost(desc1, ContainerDescriptionService.FACTORY_LINK);
        assertNotNull(desc1);
        addForDeletion(desc1);

        String contextId = UUID.randomUUID().toString();
        // all instances of this request should be allocated on the same hosts because of the pod.
        ContainerAllocationTaskState allocationTask1 = createContainerAllocationTask(
                desc1.documentSelfLink, 1);
        allocationTask1.customProperties.put(RequestUtils.FIELD_NAME_CONTEXT_ID_KEY, contextId);
        allocationTask1 = allocate(allocationTask1);
        ContainerState container1 = getDocument(ContainerState.class,
                allocationTask1.resourceLinks.iterator().next());

        // create second container with afinity dependent on the first container:
        ContainerDescription desc2 = TestRequestStateFactory.createContainerDescription();
        desc2.documentSelfLink = UUID.randomUUID().toString();
        desc2.name = ""name2-links"";
        desc2.portBindings = null;
        desc2.affinity = new String[] { desc1.name }",1
"@Test
    public void testAllocationOfContainersWithSameHostPodConstraint() throws Throwable {
        createDockerHost(createDockerHostDescription(), createResourcePool(), true);
        createDockerHost(createDockerHostDescription(), createResourcePool(), true);
        createDockerHost(createDockerHostDescription(), createResourcePool(), true);

        String pod = ""host-pod1"";

        // create a description with a pod defined:
        ContainerDescription desc1 = TestRequestStateFactory.createContainerDescription();
        desc1.documentSelfLink = UUID.randomUUID().toString();
        desc1.name = ""linked-container1"";
        desc1.pod = pod;
        desc1.portBindings = null;
        desc1 = doPost(desc1, ContainerDescriptionService.FACTORY_LINK);
        assertNotNull(desc1);
        addForDeletion(desc1);

        String contextId = UUID.randomUUID().toString();
        // all instances of this request should be allocated on the same hosts because of the pod.
        ContainerAllocationTaskState allocationTask1 = createContainerAllocationTask(
                desc1.documentSelfLink, 1);
        allocationTask1.customProperties.put(RequestUtils.FIELD_NAME_CONTEXT_ID_KEY, contextId);
        allocationTask1 = allocate(allocationTask1);
        ContainerState container = getDocument(ContainerState.class,
                allocationTask1.resourceLinks.iterator().next());

        String hostLink = container.parentLink;

        // loop a few times to make sure the right host is not chosen by a chance
        for (int i = 0; i < 5; i++) {
            ContainerDescription desc2 = TestRequestStateFactory.createContainerDescription();
            desc2.documentSelfLink = UUID.randomUUID().toString();
            desc2.name = ""linked-container"" + i;
            desc2.pod = pod;
            desc2.portBindings = null;
            desc2 = doPost(desc2, ContainerDescriptionService.FACTORY_LINK);
            assertNotNull(desc2);
            addForDeletion(desc2);

            // all instances of this request should be allocated on the same host as the one already
            // selected by the previous request since the desc1.pod == desc2.pod
            ContainerAllocationTaskState allocationTask2 = createContainerAllocationTask(
                    desc2.documentSelfLink, 2);
            allocationTask2.customProperties.put(RequestUtils.FIELD_NAME_CONTEXT_ID_KEY, contextId);
            allocationTask2 = allocate(allocationTask2);
            for (String resourceLink : allocationTask2.resourceLinks) {
                ContainerState currContainer = getDocument(ContainerState.class, resourceLink);
                assertEquals(""Same host not selected for allocation request: ""
                        + allocationTask2.documentSelfLink + "" - in iteration: "" + i, hostLink,
                        currContainer.parentLink);
            }",1
"@Test
    public void testContainerAllocationWithFollowingProvisioningRequest() throws Throwable {
        host.log("">>>>>>Start: testContainerAllocationWithFollowingProvisioningRequest <<<<< "");
        doOperation(containerDesc, UriUtils.buildUri(host, containerDesc.documentSelfLink),
                false, Action.PUT);

        ContainerAllocationTaskState allocationTask = createContainerAllocationTask();
        allocationTask.customProperties = new HashMap<>();
        allocationTask.customProperties.put(RequestUtils.FIELD_NAME_ALLOCATION_REQUEST,
                Boolean.TRUE.toString());
        allocationTask = allocate(allocationTask);

        assertContainerStateAfterAllocation(allocationTask);

        // Request provisioning after allocation:
        RequestBrokerState provisioningRequest = new RequestBrokerState();
        provisioningRequest.resourceType = allocationTask.resourceType;
        provisioningRequest.resourceLinks = allocationTask.resourceLinks;
        provisioningRequest.resourceDescriptionLink = containerDesc.documentSelfLink;
        provisioningRequest.operation = ContainerOperationType.CREATE.id;

        provisioningRequest = doPost(provisioningRequest, RequestBrokerFactoryService.SELF_LINK);
        assertNotNull(provisioningRequest);

        waitForTaskSuccess(allocationTask.documentSelfLink, ContainerAllocationTaskState.class);
    }",1
"@Test
    public void testRedeploymentWithAutoRedeployOptionDisabled() throws Throwable {
        final long timeoutInMillis = 5000; // 5sec
        ContainerDescription cd = createContainerDescription(false);

        ContainerState state = provisionContainer(cd.documentSelfLink);
        // change the power state of one of them
        setContainerPowerState(state, PowerState.ERROR);

        doOperation(new ContainerControlLoopState(), UriUtils.buildUri(host,
                ContainerControlLoopService.CONTROL_LOOP_INFO_LINK),
                false,
                Service.Action.PATCH);

        state = getDocument(ContainerState.class, state.documentSelfLink);
        host.log(""Power state = %s"", state.powerState.name());

        long startTime = System.currentTimeMillis();
        final String link = state.documentSelfLink;
        AtomicBoolean healthyContainersFound = new AtomicBoolean(false);
        waitFor(() -> {
            ContainerState st = getDocument(ContainerState.class, link);
            host.log(""Power state = %s"", st.powerState.name());
            retrieveContainerStates(cd.documentSelfLink)
                    .thenAccept(containerStates -> {
                        long healthyContainers = containerStates.stream()
                                .filter(cs -> PowerState.RUNNING == cs.powerState)
                                .count();
                        host.log(""healthyContainers = %d"", healthyContainers);
                        if (healthyContainers != 0) {
                            healthyContainersFound.set(true);
                        }",1
"@Test
    public void testContainerHostRemovalResourceOperationCycle() throws Throwable {
        request = startRequest(request);
        waitForRequestToComplete(request);

        request = getDocument(RequestBrokerState.class, request.documentSelfLink);
        assertNotNull(request);

        // verify the resources are created as expected:
        assertEquals(request.resourceCount, request.resourceLinks.size());
        List<String> containerStateLinks = findResourceLinks(ContainerState.class,
                request.resourceLinks);

        // create a host removal task
        ContainerHostRemovalTaskState state = new ContainerHostRemovalTaskState();
        state.resourceLinks = new HashSet<>(Collections.singletonList(
                computeHost.documentSelfLink));
        state = doPost(state, ContainerHostRemovalTaskFactoryService.SELF_LINK);

        assertNotNull(""task is null"", state);
        waitForTaskSuccess(state.documentSelfLink, ContainerHostRemovalTaskState.class);

        validateHostRemoved(containerStateLinks);
    }",1
