test_method,isEagerTest
"@Test
	public void testProcessUnsupportedEndpointException() {

		EndpointExceptionResolver resolverMock = createMock(EndpointExceptionResolver.class);
		dispatcher.setEndpointExceptionResolvers(Collections.singletonList(resolverMock));

		Object endpoint = new Object();
		Exception ex = new Exception();

		expect(resolverMock.resolveException(messageContext, endpoint, ex)).andReturn(false);

		replay(factoryMock, resolverMock);

		try {
			dispatcher.processEndpointException(messageContext, endpoint, ex);
		}",1
"@Test
	public void testResolveException() throws Exception {

		final Exception ex = new Exception();

		EndpointMapping endpointMapping = messageContext -> {
			throw ex;
		}",1
"@Test
	public void testResolveExceptionsWithInterceptors() throws Exception {

		EndpointAdapter adapterMock = createMock(EndpointAdapter.class);
		dispatcher.setEndpointAdapters(Collections.singletonList(adapterMock));

		Object endpoint = new Object();
		expect(adapterMock.supports(endpoint)).andReturn(true);

		EndpointMapping mappingMock = createMock(EndpointMapping.class);
		dispatcher.setEndpointMappings(Collections.singletonList(mappingMock));

		EndpointExceptionResolver resolverMock = createMock(EndpointExceptionResolver.class);
		dispatcher.setEndpointExceptionResolvers(Collections.singletonList(resolverMock));

		EndpointInterceptor interceptorMock = createStrictMock(""interceptor1"", EndpointInterceptor.class);

		expect(interceptorMock.handleRequest(messageContext, endpoint)).andReturn(true);

		adapterMock.invoke(messageContext, endpoint);
		RuntimeException exception = new RuntimeException();
		expectLastCall().andThrow(exception);

		expect(resolverMock.resolveException(messageContext, endpoint, exception)).andReturn(true);

		expect(interceptorMock.handleResponse(messageContext, endpoint)).andReturn(true);

		interceptorMock.afterCompletion(messageContext, endpoint, null);

		EndpointInvocationChain chain = new EndpointInvocationChain(endpoint,
				new EndpointInterceptor[] { interceptorMock }",1
"@Test
	public void testNoMatch() throws Exception {

		SaajSoapMessage message = loadSaajMessage(""200408/response-no-message-id.xml"");
		MessageContext messageContext = new DefaultMessageContext(message, new SaajSoapMessageFactory(messageFactory));

		EndpointInvocationChain endpoint = mapping.getEndpoint(messageContext);

		assertThat(endpoint).isNull();
	}",1
"@Test
	public void testToName() throws Exception {

		SOAPMessage message = messageFactory.createMessage();
		QName qName = new QName(""localPart"");
		SOAPEnvelope envelope = message.getSOAPPart().getEnvelope();
		Name name = SaajUtils.toName(qName, envelope);

		assertThat(name).isNotNull();
		assertThat(name.getLocalName()).isEqualTo(qName.getLocalPart());
		assertThat(StringUtils.hasLength(name.getPrefix())).isFalse();
		assertThat(StringUtils.hasLength(name.getURI())).isFalse();
	}",1
"@Test
	public void testToNameNamespace() throws Exception {

		SOAPMessage message = messageFactory.createMessage();
		QName qName = new QName(""namespace"", ""localPart"");
		SOAPEnvelope envelope = message.getSOAPPart().getEnvelope();
		envelope.addNamespaceDeclaration(""prefix"", ""namespace"");
		Name name = SaajUtils.toName(qName, envelope);

		assertThat(name).isNotNull();
		assertThat(name.getURI()).isEqualTo(qName.getNamespaceURI());
		assertThat(name.getLocalName()).isEqualTo(qName.getLocalPart());
		assertThat(name.getPrefix()).isEqualTo(""prefix"");
	}",1
"@Test
	public void testToNameNamespacePrefix() throws Exception {

		SOAPMessage message = messageFactory.createMessage();
		QName qName = new QName(""namespace"", ""localPart"", ""prefix"");
		SOAPEnvelope envelope = message.getSOAPPart().getEnvelope();
		Name name = SaajUtils.toName(qName, envelope);

		assertThat(name).isNotNull();
		assertThat(name.getURI()).isEqualTo(qName.getNamespaceURI());
		assertThat(name.getLocalName()).isEqualTo(qName.getLocalPart());
		assertThat(name.getPrefix()).isEqualTo(qName.getPrefix());
	}",1
"@Test
	public void testToQNamePrefixNamespace() throws Exception {

		SOAPMessage message = messageFactory.createMessage();
		Name name = message.getSOAPPart().getEnvelope().createName(""localPart"", ""prefix"", ""namespace"");
		QName qName = SaajUtils.toQName(name);

		assertThat(qName).isNotNull();
		assertThat(qName.getNamespaceURI()).isEqualTo(name.getURI());
		assertThat(qName.getLocalPart()).isEqualTo(name.getLocalName());
		assertThat(qName.getPrefix()).isEqualTo(name.getPrefix());
	}",1
"@Test
	public void algorithm() throws Exception {

		KeyManagersFactoryBean factoryBean = new KeyManagersFactoryBean();
		factoryBean.setAlgorithm(""PKIX"");
		factoryBean.afterPropertiesSet();
		KeyManager[] keyManagers = factoryBean.getObject();

		assertThat(keyManagers).isNotNull();
		assertThat(keyManagers).hasSize(1);
	}",1
"@Test
	public void testHandleValidRequest() throws Exception {

		MockWebServiceMessage request = new MockWebServiceMessage();
		request.setPayload(new ClassPathResource(VALID_MESSAGE, getClass()));
		context = new DefaultMessageContext(request, new MockWebServiceMessageFactory());
		boolean result = interceptor.handleRequest(context);

		assertThat(result).isTrue();
		assertThat(context.hasResponse()).isFalse();
	}",1
"@Test
	public void testHandleValidResponse() throws Exception {

		MockWebServiceMessage request = new MockWebServiceMessage();
		context = new DefaultMessageContext(request, new MockWebServiceMessageFactory());
		MockWebServiceMessage response = (MockWebServiceMessage) context.getResponse();
		response.setPayload(new ClassPathResource(VALID_MESSAGE, getClass()));
		boolean result = interceptor.handleResponse(context);

		assertThat(result).isTrue();
	}",1
"@Test
	public void testResolveExceptionDefault() throws Exception {

		SoapFaultDefinition defaultFault = new SoapFaultDefinition();
		defaultFault.setFaultCode(SoapFaultDefinition.CLIENT);
		defaultFault.setFaultStringOrReason(""faultstring"");
		resolver.setDefaultFault(defaultFault);
		MessageFactory saajFactory = MessageFactory.newInstance(SOAPConstants.SOAP_1_1_PROTOCOL);
		SoapMessageFactory factory = new SaajSoapMessageFactory(saajFactory);
		MessageContext context = new DefaultMessageContext(factory);

		boolean result = resolver.resolveException(context, null, new NonAnnotatedException());

		assertThat(result).isTrue();
		assertThat(context.hasResponse()).isTrue();

		SoapMessage response = (SoapMessage) context.getResponse();

		assertThat(response.getSoapBody().hasFault()).isTrue();

		Soap11Fault fault = (Soap11Fault) response.getSoapBody().getFault();

		assertThat(fault.getFaultCode()).isEqualTo(SoapVersion.SOAP_11.getClientOrSenderFaultName());
		assertThat(fault.getFaultStringOrReason()).isEqualTo(""faultstring"");
		assertThat(fault.getFaultDetail()).isNull();
	}",1
"@Test
	public void testResolveExceptionReceiverSoap12() throws Exception {

		MessageFactory saajFactory = MessageFactory.newInstance(SOAPConstants.SOAP_1_2_PROTOCOL);
		SOAPMessage message = saajFactory.createMessage();
		SoapMessageFactory factory = new SaajSoapMessageFactory(saajFactory);
		MessageContext context = new DefaultMessageContext(new SaajSoapMessage(message), factory);

		boolean result = resolver.resolveException(context, null, new MyReceiverException());

		assertThat(result).isTrue();
		assertThat(context.hasResponse()).isTrue();

		SoapMessage response = (SoapMessage) context.getResponse();

		assertThat(response.getSoapBody().hasFault()).isTrue();

		Soap12Fault fault = (Soap12Fault) response.getSoapBody().getFault();

		assertThat(fault.getFaultCode()).isEqualTo(SoapVersion.SOAP_12.getServerOrReceiverFaultName());
		assertThat(fault.getFaultReasonText(Locale.ENGLISH)).isEqualTo(""Receiver error"");
		assertThat(fault.getFaultDetail()).isNull();
	}",1
"@Test
	public void testResolveExceptionServerSoap11() throws Exception {

		MessageFactory saajFactory = MessageFactory.newInstance(SOAPConstants.SOAP_1_1_PROTOCOL);
		SoapMessageFactory factory = new SaajSoapMessageFactory(saajFactory);
		MessageContext context = new DefaultMessageContext(factory);

		boolean result = resolver.resolveException(context, null, new MyServerException());

		assertThat(result).isTrue();
		assertThat(context.hasResponse()).isTrue();

		SoapMessage response = (SoapMessage) context.getResponse();

		assertThat(response.getSoapBody().hasFault()).isTrue();

		Soap11Fault fault = (Soap11Fault) response.getSoapBody().getFault();

		assertThat(fault.getFaultCode()).isEqualTo(SoapVersion.SOAP_11.getServerOrReceiverFaultName());
		assertThat(fault.getFaultStringOrReason()).isEqualTo(""Server error"");
		assertThat(fault.getFaultDetail()).isNull();
	}",1
"@Test
	public void testResolveExceptionClientSoap11() throws Exception {

		Properties mappings = new Properties();
		mappings.setProperty(Exception.class.getName(), ""SERVER, Server error"");
		mappings.setProperty(RuntimeException.class.getName(), ""CLIENT, Client error"");
		resolver.setExceptionMappings(mappings);

		MessageFactory messageFactory = MessageFactory.newInstance(SOAPConstants.SOAP_1_1_PROTOCOL);
		SOAPMessage message = messageFactory.createMessage();
		SoapMessageFactory factory = new SaajSoapMessageFactory(messageFactory);
		MessageContext context = new DefaultMessageContext(new SaajSoapMessage(message), factory);

		boolean result = resolver.resolveException(context, null, new IllegalArgumentException(""bla""));

		assertThat(result).isTrue();
		assertThat(context.hasResponse()).isTrue();

		SoapMessage response = (SoapMessage) context.getResponse();

		assertThat(response.getSoapBody().hasFault()).isTrue();

		Soap11Fault fault = (Soap11Fault) response.getSoapBody().getFault();

		assertThat(fault.getFaultCode()).isEqualTo(SoapVersion.SOAP_11.getClientOrSenderFaultName());
		assertThat(fault.getFaultStringOrReason()).isEqualTo(""Client error"");
		assertThat(fault.getFaultDetail()).isNull();
	}",1
"@Test
	public void testResolveExceptionReceiverSoap12() throws Exception {

		Properties mappings = new Properties();
		mappings.setProperty(Exception.class.getName(), ""SENDER, Sender error"");
		mappings.setProperty(RuntimeException.class.getName(), ""RECEIVER, Receiver error"");
		resolver.setExceptionMappings(mappings);

		MessageFactory messageFactory = MessageFactory.newInstance(SOAPConstants.SOAP_1_2_PROTOCOL);
		SOAPMessage message = messageFactory.createMessage();
		SoapMessageFactory factory = new SaajSoapMessageFactory(messageFactory);
		MessageContext context = new DefaultMessageContext(new SaajSoapMessage(message), factory);

		boolean result = resolver.resolveException(context, null, new IllegalArgumentException(""bla""));

		assertThat(result).isTrue();
		assertThat(context.hasResponse()).isTrue();

		SoapMessage response = (SoapMessage) context.getResponse();

		assertThat(response.getSoapBody().hasFault()).isTrue();

		Soap12Fault fault = (Soap12Fault) response.getSoapBody().getFault();

		assertThat(fault.getFaultCode()).isEqualTo(SoapVersion.SOAP_12.getServerOrReceiverFaultName());
		assertThat(fault.getFaultReasonText(Locale.ENGLISH)).isEqualTo(""Receiver error"");
		assertThat(fault.getFaultDetail()).isNull();
	}",1
"@Test
	public void testProcessMustUnderstandHeadersForActorSoap11() throws Exception {

		MessageFactory messageFactory = MessageFactory.newInstance(SOAPConstants.SOAP_1_1_PROTOCOL);
		SOAPMessage request = messageFactory.createMessage();
		SOAPHeaderElement header = request.getSOAPHeader()
				.addHeaderElement(new QName(""http://www.springframework.org"", ""Header"", ""spring-ws""));
		String headerActor = ""http://www/springframework.org/role"";
		header.setActor(headerActor);
		header.setMustUnderstand(true);
		SoapMessageFactory factory = new SaajSoapMessageFactory(messageFactory);
		MessageContext context = new DefaultMessageContext(new SaajSoapMessage(request), factory);
		expect(interceptorMock.understands(isA(SoapHeaderElement.class))).andReturn(true);

		replay(interceptorMock);

		SoapEndpointInvocationChain chain = new SoapEndpointInvocationChain(new Object(),
				new SoapEndpointInterceptor[] { interceptorMock }",1
"@Test
	public void testProcessMustUnderstandHeadersNotUnderstoodSoap12() throws Exception {

		MessageFactory messageFactory = MessageFactory.newInstance(SOAPConstants.SOAP_1_2_PROTOCOL);
		SOAPMessage request = messageFactory.createMessage();
		SOAPHeaderElement header = request.getSOAPHeader()
				.addHeaderElement(new QName(""http://www.springframework.org"", ""Header"", ""spring-ws""));
		header.setMustUnderstand(true);
		header.setRole(SOAPConstants.URI_SOAP_1_2_ROLE_NEXT);
		SoapMessageFactory factory = new SaajSoapMessageFactory(messageFactory);
		MessageContext context = new DefaultMessageContext(new SaajSoapMessage(request), factory);
		expect(interceptorMock.understands(isA(SoapHeaderElement.class))).andReturn(false);

		replay(interceptorMock);

		SoapEndpointInvocationChain chain = new SoapEndpointInvocationChain(new Object(),
				new SoapEndpointInterceptor[] { interceptorMock }",1
"@Test
	public void testExtractActionFromContentType() {

		String soapAction = ""http://springframework.org/spring-ws/Action"";

		String contentType = ""application/soap+xml; action="" + soapAction;
		String result = SoapUtils.extractActionFromContentType(contentType);

		assertThat(result).isEqualTo(soapAction);

		contentType = ""application/soap+xml; action	  = "" + soapAction;
		result = SoapUtils.extractActionFromContentType(contentType);

		assertThat(result).isEqualTo(soapAction);

		contentType = ""application/soap+xml; action="" + soapAction + "" ; charset=UTF-8"";
		result = SoapUtils.extractActionFromContentType(contentType);

		assertThat(result).isEqualTo(soapAction);

		contentType = ""application/soap+xml; charset=UTF-8; action="" + soapAction;
		result = SoapUtils.extractActionFromContentType(contentType);

		assertThat(result).isEqualTo(soapAction);
	}",1
"@Test
	public void testSetActionInContentType() {

		String soapAction = ""http://springframework.org/spring-ws/Action"";
		String contentType = ""application/soap+xml"";

		String result = SoapUtils.setActionInContentType(contentType, soapAction);

		assertThat(SoapUtils.extractActionFromContentType(result)).isEqualTo(soapAction);

		String anotherSoapAction = ""http://springframework.org/spring-ws/AnotherAction"";
		String contentTypeWithAction = ""application/soap+xml; action=http://springframework.org/spring-ws/Action"";
		result = SoapUtils.setActionInContentType(contentTypeWithAction, anotherSoapAction);

		assertThat(SoapUtils.extractActionFromContentType(result)).isEqualTo(anotherSoapAction);
	}",1
"@Test
	public void testGetDefaultStrategyMoreThanOne() {

		Properties strategies = new Properties();
		strategies.put(Strategy.class.getName(),
				StrategyImpl.class.getName() + "","" + ContextAwareStrategyImpl.class.getName());
		DefaultStrategiesHelper helper = new DefaultStrategiesHelper(strategies);

		StaticApplicationContext applicationContext = new StaticApplicationContext();
		applicationContext.registerSingleton(""strategy1"", StrategyImpl.class);
		applicationContext.registerSingleton(""strategy2"", ContextAwareStrategyImpl.class);

		assertThatExceptionOfType(BeanInitializationException.class)
				.isThrownBy(() -> helper.getDefaultStrategy(Strategy.class, applicationContext));
	}",1
"@Test
	public void testUnmarshalMime() throws Exception {

		MimeUnmarshaller unmarshallerMock = createMock(MimeUnmarshaller.class);
		MimeMessage messageMock = createMock(MimeMessage.class);

		Source source = new StringSource("""");
		Object unmarshalled = new Object();
		expect(messageMock.getPayloadSource()).andReturn(source);
		expect(unmarshallerMock.unmarshal(eq(source), isA(MimeContainer.class))).andReturn(unmarshalled);

		replay(unmarshallerMock, messageMock);

		Object result = MarshallingUtils.unmarshal(unmarshallerMock, messageMock);

		assertThat(result).isEqualTo(unmarshalled);

		verify(unmarshallerMock, messageMock);
	}",1
"@Test
	public void payloadMatch() {

		Source request = new StringSource(""<request xmlns='http://example.com'/>"");
		Source response = new StringSource(""<response xmlns='http://example.com'/>"");

		server.expect(payload(request)).andRespond(withPayload(response));

		StringResult result = new StringResult();
		template.sendSourceAndReceiveToResult(request, result);

		XmlAssert.assertThat(response.toString()).and(result.toString()).ignoreWhitespace().areSimilar();
	}",1
"@Test
	public void payloadNonMatch() {

		assertThatExceptionOfType(AssertionError.class).isThrownBy(() -> {

			Source expected = new StringSource(""<request xmlns='http://example.com'/>"");

			server.expect(payload(expected));

			StringResult result = new StringResult();
			String actual = ""<request xmlns='http://other.com'/>"";
			template.sendSourceAndReceiveToResult(new StringSource(actual), result);
		}",1
"@Test
	public void xpathExistsMatch() {

		final Map<String, String> ns = Collections.singletonMap(""ns"", ""http://example.com"");

		server.expect(xpath(""/ns:request"", ns).exists());

		template.sendSourceAndReceiveToResult(new StringSource(""<request xmlns='http://example.com'/>""),
				new StringResult());
	}",1
"@Test
	public void xsdMatch() throws Exception {

		Resource schema = new ByteArrayResource(
				""<schema xmlns=\""http://www.w3.org/2001/XMLSchema\"" targetNamespace=\""http://example.com\"" elementFormDefault=\""qualified\""><element name=\""request\""/></schema>""
						.getBytes());

		server.expect(validPayload(schema));

		StringResult result = new StringResult();
		String actual = ""<request xmlns='http://example.com'/>"";
		template.sendSourceAndReceiveToResult(new StringSource(actual), result);
	}",1
"@Test
	public void withSoapEnvelopeResource() throws Exception {

		StringBuilder xmlBuilder = new StringBuilder();
		xmlBuilder.append(""<?xml version='1.0'?>"");
		xmlBuilder.append(""<soap:Envelope xmlns:soap='http://www.w3.org/2003/05/soap-envelope'>"");
		xmlBuilder.append(""<soap:Header><header xmlns='http://springframework.org'/></soap:Header>"");
		xmlBuilder.append(""<soap:Body><payload xmlns='http://springframework.org'/></soap:Body>"");
		xmlBuilder.append(""</soap:Envelope>"");
		String envelope = xmlBuilder.toString();
		ResponseCreator responseCreator = ResponseCreators
				.withSoapEnvelope(new ByteArrayResource(envelope.getBytes(StandardCharsets.UTF_8)));
		WebServiceMessage response = responseCreator.createResponse(null, null, messageFactory);

		XmlAssert.assertThat(getSoapEnvelopeAsString((SoapMessage) response)).and(envelope).ignoreWhitespace().areSimilar();
	}",1
"@Test
	public void match() throws Exception {

		StringBuilder xmlBuilder = new StringBuilder();
		xmlBuilder.append(""<?xml version='1.0'?>"");
		xmlBuilder.append(""<soap:Envelope xmlns:soap='http://www.w3.org/2003/05/soap-envelope'>"");
		xmlBuilder.append(""<soap:Header><header xmlns='http://example.com'/></soap:Header>"");
		xmlBuilder.append(""<soap:Body><payload xmlns='http://example.com'/></soap:Body>"");
		xmlBuilder.append(""</soap:Envelope>"");
		String xml = xmlBuilder.toString();
		DOMResult result = new DOMResult();
		TransformerHelper transformerHelper = new TransformerHelper();
		transformerHelper.transform(new StringSource(xml), result);
		SoapMessage message = createMock(SoapMessage.class);
		expect(message.getDocument()).andReturn((Document) result.getNode()).once();
		replay(message);

		SoapEnvelopeDiffMatcher matcher = new SoapEnvelopeDiffMatcher(new StringSource(xml));
		matcher.match(message);

		verify(message);
	}",1
"@Test
	public void nonMatch() {

		assertThatExceptionOfType(AssertionError.class).isThrownBy(() -> {

			StringBuilder xmlBuilder = new StringBuilder();
			xmlBuilder.append(""<?xml version='1.0'?>"");
			xmlBuilder.append(""<soap:Envelope xmlns:soap='http://www.w3.org/2003/05/soap-envelope'>"");
			xmlBuilder.append(""<soap:Header><header xmlns='http://example.com'/></soap:Header>"");
			xmlBuilder.append(""<soap:Body><payload%s xmlns='http://example.com'/></soap:Body>"");
			xmlBuilder.append(""</soap:Envelope>"");
			String xml = xmlBuilder.toString();
			String actual = String.format(xml, ""1"");
			DOMResult result = new DOMResult();
			TransformerHelper transformerHelper = new TransformerHelper();
			transformerHelper.transform(new StringSource(actual), result);
			SoapMessage message = createMock(SoapMessage.class);
			expect(message.getDocument()).andReturn((Document) result.getNode()).once();
			replay(message);

			String expected = String.format(xml, ""2"");
			SoapEnvelopeDiffMatcher matcher = new SoapEnvelopeDiffMatcher(new StringSource(expected));
			matcher.match(message);
		}",1
"@Test
	public void doesNotExistNonMatch() throws AssertionError {

		assertThatExceptionOfType(AssertionError.class).isThrownBy(() -> {

			XPathExpectationsHelper helper = new XPathExpectationsHelper(""//a"");
			WebServiceMessageMatcher matcher = helper.doesNotExist();

			assertThat(matcher).isNotNull();

			WebServiceMessage message = createMock(WebServiceMessage.class);
			expect(message.getPayloadSource()).andReturn(new StringSource(""<a><b/></a>"")).times(2);

			replay(message);

			matcher.match(message);
		}",1
"@Test
	public void evaluatesToIntegerNonMatch() throws AssertionError {

		assertThatExceptionOfType(AssertionError.class).isThrownBy(() -> {

			XPathExpectationsHelper helper = new XPathExpectationsHelper(""//b"");
			WebServiceMessageMatcher matcher = helper.evaluatesTo(2);

			assertThat(matcher).isNotNull();

			WebServiceMessage message = createMock(WebServiceMessage.class);
			expect(message.getPayloadSource()).andReturn(new StringSource(""<a><b>1</b></a>"")).times(2);

			replay(message);

			matcher.match(message);
		}",1
"@Test
	public void evaluatesToTrueNonMatch() throws AssertionError {

		assertThatExceptionOfType(AssertionError.class).isThrownBy(() -> {

			XPathExpectationsHelper helper = new XPathExpectationsHelper(""//b=2"");
			WebServiceMessageMatcher matcher = helper.evaluatesTo(true);

			assertThat(matcher).isNotNull();

			WebServiceMessage message = createMock(WebServiceMessage.class);
			expect(message.getPayloadSource()).andReturn(new StringSource(""<a><b>1</b></a>"")).times(2);

			replay(message);

			matcher.match(message);
		}",1
"@Test
	public void receive() throws Exception {

		byte[] bytes = SOAP_CONTENT.getBytes(StandardCharsets.UTF_8);
		httpServletRequest.addHeader(""Content-Type"", ""text/xml"");
		httpServletRequest.addHeader(""Content-Length"", Integer.toString(bytes.length));
		httpServletRequest.addHeader(HEADER_NAME, HEADER_VALUE);
		httpServletRequest.setContent(bytes);
		SaajSoapMessage message = (SaajSoapMessage) connection.receive(messageFactory);

		assertThat(message).isNotNull();

		StringResult result = new StringResult();
		Transformer transformer = transformerFactory.newTransformer();
		transformer.transform(message.getPayloadSource(), result);

		XmlAssert.assertThat(result.toString()).and(CONTENT).ignoreWhitespace().areIdentical();

		SOAPMessage saajMessage = message.getSaajMessage();
		String[] headerValues = saajMessage.getMimeHeaders().getHeader(HEADER_NAME);

		assertThat(headerValues).isNotNull();
		assertThat(headerValues).hasSize(1);
		assertThat(headerValues[0]).isEqualTo(HEADER_VALUE);
	}",1
"@Test
	public void testDetectWsdlDefinitions() throws Exception {

		servlet.setContextClass(WsdlDefinitionWebApplicationContext.class);
		servlet.init(config);
		MockHttpServletRequest request = new MockHttpServletRequest(HttpTransportConstants.METHOD_GET, ""/definition.wsdl"");
		MockHttpServletResponse response = new MockHttpServletResponse();
		servlet.service(request, response);
		DocumentBuilderFactory documentBuilderFactory = DocumentBuilderFactoryUtils.newInstance();
		documentBuilderFactory.setNamespaceAware(true);
		DocumentBuilder documentBuilder = documentBuilderFactory.newDocumentBuilder();
		Document result = documentBuilder.parse(new ByteArrayInputStream(response.getContentAsByteArray()));
		Document expected = documentBuilder.parse(getClass().getResourceAsStream(""wsdl11-input.wsdl""));

		XmlAssert.assertThat(result).and(expected).ignoreWhitespace().areIdentical();
	}",1
"@Test
	public void handleGet() throws Exception {

		request.setMethod(HttpTransportConstants.METHOD_GET);
		String definition = ""<definition xmlns='http://schemas.xmlsoap.org/wsdl/'/>"";
		expect(definitionMock.getSource()).andReturn(new StringSource(definition));

		replay(definitionMock);

		adapter.handle(request, response, definitionMock);

		XmlAssert.assertThat(response.getContentAsString()).and(definition).ignoreWhitespace().areIdentical();

		verify(definitionMock);
	}",1
"@Test
	public void handleSimpleWsdl11DefinitionWithTransformLocation() throws Exception {

		adapter.setTransformLocations(true);
		adapter.setTransformSchemaLocations(true);

		request.setMethod(HttpTransportConstants.METHOD_GET);
		request.setScheme(""http"");
		request.setServerName(""example.com"");
		request.setServerPort(80);
		request.setContextPath(""/context"");
		request.setServletPath(""/service.wsdl"");
		request.setPathInfo(null);
		request.setRequestURI(""/context/service.wsdl"");

		SimpleWsdl11Definition definition = new SimpleWsdl11Definition(
				new ClassPathResource(""echo-input.wsdl"", getClass()));

		adapter.handle(request, response, definition);

		InputStream inputStream = new ByteArrayInputStream(response.getContentAsByteArray());
		DocumentBuilderFactory documentBuilderFactory = DocumentBuilderFactoryUtils.newInstance();
		documentBuilderFactory.setNamespaceAware(true);
		DocumentBuilder documentBuilder = documentBuilderFactory.newDocumentBuilder();
		Document resultingDocument = documentBuilder.parse(inputStream);

		documentBuilder = documentBuilderFactory.newDocumentBuilder();
		Document expectedDocument = documentBuilder.parse(getClass().getResourceAsStream(""echo-expected.wsdl""));

		XmlAssert.assertThat(resultingDocument).and(expectedDocument).ignoreWhitespace().areIdentical();
	}",1
"@Test
	public void getDestinationName() throws Exception {

		URI uri = new URI(""jms:RequestQueue?replyToName=RESP_QUEUE"");
		String destinationName = JmsTransportUtils.getDestinationName(uri);

		assertThat(destinationName).isEqualTo(""RequestQueue"");

		uri = new URI(""jms:RequestQueue"");
		destinationName = JmsTransportUtils.getDestinationName(uri);

		assertThat(destinationName).isEqualTo(""RequestQueue"");
	}",1
"@Test
	public void getReplyToName() throws Exception {

		URI uri = new URI(""jms:RequestQueue?replyToName=RESP_QUEUE"");
		String replyToName = JmsTransportUtils.getReplyToName(uri);

		assertThat(replyToName).isEqualTo(""RESP_QUEUE"");

		uri = new URI(""jms:RequestQueue?priority=5"");
		replyToName = JmsTransportUtils.getReplyToName(uri);

		assertThat(replyToName).isNull();
	}",1
"@Test
	public void jndi() throws Exception {

		URI uri = new URI(""jms:jms/REQUEST_QUEUE?replyToName=jms/REPLY_QUEUE"");
		String destination = JmsTransportUtils.getDestinationName(uri);

		assertThat(destination).isEqualTo(""jms/REQUEST_QUEUE"");

		String replyTo = JmsTransportUtils.getReplyToName(uri);

		assertThat(replyTo).isEqualTo(""jms/REPLY_QUEUE"");
	}",1
"@Test
	public void testPopulateBinding() throws Exception {

		String namespace = ""http://springframework.org/spring-ws"";
		definition.addNamespace(""tns"", namespace);
		definition.setTargetNamespace(namespace);

		PortType portType = definition.createPortType();
		portType.setQName(new QName(namespace, ""PortType""));
		portType.setUndefined(false);
		definition.addPortType(portType);
		Operation operation = definition.createOperation();
		operation.setName(""Operation"");
		operation.setUndefined(false);
		operation.setStyle(OperationType.REQUEST_RESPONSE);
		portType.addOperation(operation);
		Input input = definition.createInput();
		input.setName(""Input"");
		operation.setInput(input);
		Output output = definition.createOutput();
		output.setName(""Output"");
		operation.setOutput(output);
		Fault fault = definition.createFault();
		fault.setName(""Fault"");
		operation.addFault(fault);

		Properties soapActions = new Properties();
		soapActions.setProperty(""Operation"", namespace + ""/Action"");
		provider.setSoapActions(soapActions);

		provider.setServiceName(""Service"");

		String locationUri = ""http://localhost:8080/services"";
		provider.setLocationUri(locationUri);

		provider.setCreateSoap11Binding(true);
		provider.setCreateSoap12Binding(true);

		provider.addBindings(definition);
		provider.addServices(definition);

		Binding binding = definition.getBinding(new QName(namespace, ""PortTypeSoap11""));

		assertThat(binding).isNotNull();

		binding = definition.getBinding(new QName(namespace, ""PortTypeSoap12""));

		assertThat(binding).isNotNull();

		Service service = definition.getService(new QName(namespace, ""Service""));

		assertThat(service).isNotNull();
		assertThat(service.getPorts()).hasSize(2);

		Port port = service.getPort(""PortTypeSoap11"");

		assertThat(port).isNotNull();

		port = service.getPort(""PortTypeSoap12"");

		assertThat(port).isNotNull();
	}",1
"@Test
	public void testAddMessages() throws Exception {

		String definitionNamespace = ""http://springframework.org/spring-ws"";
		definition.addNamespace(""tns"", definitionNamespace);
		definition.setTargetNamespace(definitionNamespace);
		String schemaNamespace = ""http://www.springframework.org/spring-ws/schema"";
		definition.addNamespace(""schema"", schemaNamespace);

		Resource resource = new ClassPathResource(""schema.xsd"", getClass());
		Document schemaDocument = documentBuilder.parse(SaxUtils.createInputSource(resource));
		Types types = definition.createTypes();
		definition.setTypes(types);
		Schema schema = (Schema) definition.getExtensionRegistry().createExtension(Types.class,
				new QName(""http://www.w3.org/2001/XMLSchema"", ""schema""));
		types.addExtensibilityElement(schema);
		schema.setElement(schemaDocument.getDocumentElement());

		provider.addMessages(definition);

		assertThat(definition.getMessages()).hasSize(2);

		Message message = definition.getMessage(new QName(definitionNamespace, ""GetOrderRequest""));

		assertThat(message).isNotNull();

		Part part = message.getPart(""GetOrderRequest"");

		assertThat(part).isNotNull();
		assertThat(part.getElementName()).isEqualTo(new QName(schemaNamespace, ""GetOrderRequest""));

		message = definition.getMessage(new QName(definitionNamespace, ""GetOrderResponse""));

		assertThat(message).isNotNull();

		part = message.getPart(""GetOrderResponse"");

		assertThat(part).isNotNull();
		assertThat(part.getElementName()).isEqualTo(new QName(schemaNamespace, ""GetOrderResponse""));
	}",1
"@Test
	public void testContentHandlerDocumentNamespacePrefixes() throws Exception {

		xmlReader.setFeature(""http://xml.org/sax/features/namespace-prefixes"", true);
		handler = new DomContentHandler(result);
		expected = documentBuilder.parse(new InputSource(new StringReader(XML_1)));
		xmlReader.setContentHandler(handler);
		xmlReader.parse(new InputSource(new StringReader(XML_1)));

		assertThat(result).and(expected).areSimilar();
	}",1
"@Test
	public void testContentHandlerDocumentNoNamespacePrefixes() throws Exception {

		handler = new DomContentHandler(result);
		expected = documentBuilder.parse(new InputSource(new StringReader(XML_1)));
		xmlReader.setContentHandler(handler);
		xmlReader.parse(new InputSource(new StringReader(XML_1)));

		assertThat(result).and(expected).areSimilar();
	}",1
